P1	P2	A	D
5.020935000867221554e-01	1.394795952232633196e+00	2.000000000000000000e+00	1.000000000000000000e+00
9.142344234884842713e-01	-7.496507009822631074e-02	3.000000000000000000e+00	1.000000000000000000e+00
3.493730017424070966e-02	1.352198705351950414e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.581175948552717037e+00	1.169085435649202864e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.328753114193946372e+00	1.162564221978082957e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.660455989688829570e+00	1.142745401989386345e+00	2.000000000000000000e+00	1.000000000000000000e+00
-2.845253455371857809e-01	1.085833800425241691e+00	2.000000000000000000e+00	2.000000000000000000e+00
-3.574676380217567950e-01	1.188229318013479974e+00	2.000000000000000000e+00	2.000000000000000000e+00
1.649879929509383281e-01	9.198023764372563749e-01	2.000000000000000000e+00	2.000000000000000000e+00
1.149756434199746158e+00	1.061269008349918108e+00	2.000000000000000000e+00	2.000000000000000000e+00
1.415140205664964679e+00	8.704421444075394199e-01	2.000000000000000000e+00	2.000000000000000000e+00
1.758855178180241730e+00	9.661961608971501025e-01	2.000000000000000000e+00	2.000000000000000000e+00
1.965932564410389327e+00	9.154077378403220333e-01	2.000000000000000000e+00	2.000000000000000000e+00
1.965932564410389327e+00	9.154077378403220333e-01	2.000000000000000000e+00	2.000000000000000000e+00
8.803167070782034198e-01	1.818922653360121322e-01	2.000000000000000000e+00	4.000000000000000000e+00
-4.186585721969467433e-01	-3.495135008638473595e-01	3.000000000000000000e+00	3.000000000000000000e+00
8.349378384039888301e-01	-4.277135832995507814e-01	3.000000000000000000e+00	3.000000000000000000e+00
1.657376400073742762e+00	-7.561026550337933694e-01	3.000000000000000000e+00	3.000000000000000000e+00
6.321364327950655948e-01	6.696721566953864890e-01	2.000000000000000000e+00	3.000000000000000000e+00
-7.121003930758827982e-01	1.233291128999726566e-01	2.000000000000000000e+00	5.000000000000000000e+00
-8.531422197618058201e-01	-6.431591843296725619e-01	3.000000000000000000e+00	3.000000000000000000e+00
-1.844001001835546827e+00	8.367495779593687733e-01	2.000000000000000000e+00	3.000000000000000000e+00
-2.275096000680029817e+00	-1.707124075550995101e+00	3.000000000000000000e+00	6.000000000000000000e+00
-9.340876288436478214e-01	1.231354203990151774e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.069096306546093889e+00	7.033665444585357474e-02	3.000000000000000000e+00	1.000000000000000000e+00
-1.911038187441935543e+00	1.597800961241168771e+00	2.000000000000000000e+00	1.000000000000000000e+00
-6.581153920450155681e-01	5.387335610140989162e-02	3.000000000000000000e+00	1.000000000000000000e+00
-8.709677823329092794e-01	8.563229022383351818e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.112647829202051408e+00	7.878271687367610632e-01	2.000000000000000000e+00	3.000000000000000000e+00
-6.468005657172345435e-01	-6.971723894799037868e-01	3.000000000000000000e+00	3.000000000000000000e+00
-2.014501618629055635e+00	-1.789520692147217318e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.746265303261133051e+00	-3.371008862848723364e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.829631006663327675e+00	-2.336404131436503051e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.499385127284592389e+00	-4.117194508186601265e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.562365184807047669e+00	-3.459169785616211246e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.276861019242202300e+00	-1.508559145066318941e+00	3.000000000000000000e+00	5.000000000000000000e+00
-1.707269455696980076e+00	-1.456936016064429129e+00	3.000000000000000000e+00	5.000000000000000000e+00
-2.094935827604571976e+00	3.820459450696281345e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.414562427766249852e+00	-3.569197062735696147e-01	2.000000000000000000e+00	5.000000000000000000e+00
-2.117459441564323530e+00	-8.821934260381429638e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.407867423526067974e+00	-3.601594054364644082e-01	2.000000000000000000e+00	5.000000000000000000e+00
-2.006522300301281980e+00	-1.151179243120805662e+00	3.000000000000000000e+00	5.000000000000000000e+00
-1.845625659484606551e+00	-3.152962830100101699e-01	2.000000000000000000e+00	6.000000000000000000e+00
-8.453282396878769589e-01	-1.922433535254704173e+00	3.000000000000000000e+00	6.000000000000000000e+00
-1.817437796574272957e+00	-1.528989262344771616e+00	3.000000000000000000e+00	6.000000000000000000e+00
-1.000961882231863331e+00	-1.825087317209961535e+00	3.000000000000000000e+00	6.000000000000000000e+00
-2.440396726277428652e+00	-1.925546156877174120e+00	3.000000000000000000e+00	7.000000000000000000e+00
-1.695654579382305238e+00	3.722857842800925132e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.718337995836858756e+00	1.259729068009355357e+00	2.000000000000000000e+00	1.000000000000000000e+00
-2.011810074517328850e+00	-5.567519013184577537e-01	3.000000000000000000e+00	3.000000000000000000e+00
-2.147905900913536836e+00	-3.693388205181588058e-01	3.000000000000000000e+00	3.000000000000000000e+00
-1.325422527167149589e+00	-5.347740410845692322e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.410840033921282766e+00	-1.291692799487194732e+00	3.000000000000000000e+00	5.000000000000000000e+00
7.072856850834988718e-01	-2.311392030177541912e+00	3.000000000000000000e+00	7.000000000000000000e+00
7.313300350982749887e-01	1.161358669592359449e+00	2.000000000000000000e+00	1.000000000000000000e+00
4.364227371161227276e-01	1.138100206364820899e+00	2.000000000000000000e+00	1.000000000000000000e+00
4.279391707506501330e-01	1.164104930934310778e+00	2.000000000000000000e+00	1.000000000000000000e+00
4.593212247485789837e-03	3.162169243390356432e-01	3.000000000000000000e+00	1.000000000000000000e+00
4.698698085488161036e-01	1.201605811684902880e+00	2.000000000000000000e+00	1.000000000000000000e+00
9.009577431415752846e-01	5.727430347909158448e-03	3.000000000000000000e+00	1.000000000000000000e+00
7.761064302160164408e-01	1.641691905481522384e-01	3.000000000000000000e+00	1.000000000000000000e+00
3.321426267900133289e-01	3.739332799023321607e-01	3.000000000000000000e+00	1.000000000000000000e+00
5.184714658847217050e-01	9.703151417347748164e-02	3.000000000000000000e+00	1.000000000000000000e+00
-8.071001003327348267e-01	4.073205846100742544e-01	3.000000000000000000e+00	1.000000000000000000e+00
-6.099868558390793005e-01	-3.162793735325833411e-01	3.000000000000000000e+00	2.000000000000000000e+00
-5.686757751243278758e-01	9.461558195800202631e-01	2.000000000000000000e+00	2.000000000000000000e+00
-1.632846960756241805e-01	1.137334177529470525e+00	2.000000000000000000e+00	2.000000000000000000e+00
-8.378981595721155529e-01	-4.604731460073063776e-01	3.000000000000000000e+00	2.000000000000000000e+00
-1.622198001996163763e-01	7.566252184885603471e-01	2.000000000000000000e+00	2.000000000000000000e+00
1.003888278213659113e+00	-4.398735079037739970e-01	3.000000000000000000e+00	2.000000000000000000e+00
1.928372778620651706e+00	7.881143283654391540e-01	2.000000000000000000e+00	2.000000000000000000e+00
-4.185724525732369972e-01	-2.498043773252331401e-01	3.000000000000000000e+00	2.000000000000000000e+00
1.289343288466366255e+00	-7.686241143688790078e-01	3.000000000000000000e+00	3.000000000000000000e+00
7.460532831543660315e-01	-7.699215463342037324e-01	3.000000000000000000e+00	3.000000000000000000e+00
-8.489608238612237345e-01	2.962543696061191723e-01	2.000000000000000000e+00	3.000000000000000000e+00
2.310841133596222285e-01	-3.322534567525265992e-01	3.000000000000000000e+00	3.000000000000000000e+00
-2.184489665209368159e-01	6.418092689975022358e-01	2.000000000000000000e+00	3.000000000000000000e+00
4.542429484922734240e-01	-8.749969346700751105e-01	3.000000000000000000e+00	4.000000000000000000e+00
9.577115445716685160e-01	-1.167931614960074249e+00	3.000000000000000000e+00	4.000000000000000000e+00
1.586235873278948882e-02	-2.209425738741639111e-01	2.000000000000000000e+00	5.000000000000000000e+00
-6.332435195878245437e-01	9.744832076789430864e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.384276396780440122e+00	-1.516731149666529888e+00	3.000000000000000000e+00	6.000000000000000000e+00
-1.286207702337694325e+00	-1.505967007758946430e+00	3.000000000000000000e+00	6.000000000000000000e+00
-4.355411923476769087e-01	-7.120726526380013466e-01	2.000000000000000000e+00	7.000000000000000000e+00
2.840831319384075071e-01	3.280822408614748886e-02	3.000000000000000000e+00	1.000000000000000000e+00
1.144180022362111915e+00	2.057925613144837365e-03	3.000000000000000000e+00	1.000000000000000000e+00
-1.980427007383762927e-01	1.461235411089647274e+00	2.000000000000000000e+00	1.000000000000000000e+00
5.456774507932005136e-01	1.538471543799881658e-01	3.000000000000000000e+00	1.000000000000000000e+00
-4.966545087664049341e-01	-3.350197322451096971e-02	3.000000000000000000e+00	1.000000000000000000e+00
-1.339557230613425576e+00	1.603152486923693942e+00	2.000000000000000000e+00	1.000000000000000000e+00
7.945575443008495720e-01	1.886285467073699207e-02	3.000000000000000000e+00	1.000000000000000000e+00
-6.072587976975083457e-01	-2.590167859538500261e-01	3.000000000000000000e+00	2.000000000000000000e+00
-1.327574884036763381e+00	-1.135215044166353326e+00	3.000000000000000000e+00	5.000000000000000000e+00
-2.274033657060391678e-01	-1.611420332535522748e+00	3.000000000000000000e+00	5.000000000000000000e+00
-6.686159784351618507e-01	-1.847885273136065321e+00	3.000000000000000000e+00	6.000000000000000000e+00
-6.780527941766991695e-01	-1.827093935874478881e+00	3.000000000000000000e+00	6.000000000000000000e+00
1.966611562358586418e-01	-2.167175182391644750e+00	3.000000000000000000e+00	7.000000000000000000e+00
-1.830329549770641773e+00	-2.244212698343625689e+00	3.000000000000000000e+00	7.000000000000000000e+00
-3.479743250282251177e-01	-2.970655106076402693e-02	3.000000000000000000e+00	1.000000000000000000e+00
-1.518046753808005800e+00	1.251277879222624900e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.181674923199969029e+00	1.546002661256556249e-02	3.000000000000000000e+00	1.000000000000000000e+00
-1.618547256871864792e-01	1.177474499685370990e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.251402172695752935e+00	1.608323420963862382e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.085772077118664747e+00	1.139541653820207029e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.617756804329377740e+00	1.418624348369280863e+00	2.000000000000000000e+00	1.000000000000000000e+00
3.210019542208277787e-01	1.587194228934362350e+00	2.000000000000000000e+00	1.000000000000000000e+00
6.939451470646162967e-01	1.261445350462641279e+00	2.000000000000000000e+00	1.000000000000000000e+00
3.429693400366529699e-01	1.531473299197907645e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.772820326710589089e+00	1.516021975819968226e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.110959409594300284e+00	1.327247272104776554e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.159909831058662188e+00	1.131148039325380744e-01	3.000000000000000000e+00	1.000000000000000000e+00
1.558642539476752242e+00	1.180637324999890492e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.326944701569612528e+00	1.247740633138634925e+00	2.000000000000000000e+00	1.000000000000000000e+00
3.419707096344025699e-01	1.100179458249217701e+00	2.000000000000000000e+00	2.000000000000000000e+00
5.809237886605857215e-02	4.216539467288862864e-02	3.000000000000000000e+00	2.000000000000000000e+00
-1.631280935287479972e+00	-5.362690871529500296e-03	3.000000000000000000e+00	2.000000000000000000e+00
-4.552876194871798288e-01	-4.603520294861965789e-01	3.000000000000000000e+00	3.000000000000000000e+00
-5.922061271790535208e-01	8.063187938455044224e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.279177691675716044e+00	-7.548756930184371550e-01	3.000000000000000000e+00	4.000000000000000000e+00
-1.382048337082078637e+00	2.949415643802714704e-01	2.000000000000000000e+00	4.000000000000000000e+00
-1.987987077146202264e+00	-7.664928632111862594e-01	3.000000000000000000e+00	4.000000000000000000e+00
-2.018524248722372683e+00	-7.759339427248597154e-01	3.000000000000000000e+00	4.000000000000000000e+00
-1.407616377222321802e+00	-1.033179629160260848e+00	3.000000000000000000e+00	4.000000000000000000e+00
-1.334338839153813794e+00	1.751831700027271510e-01	2.000000000000000000e+00	4.000000000000000000e+00
-4.521405294643849326e-01	4.258101651408012500e-02	2.000000000000000000e+00	4.000000000000000000e+00
-1.492017745894054892e+00	1.146513680833183280e-01	2.000000000000000000e+00	4.000000000000000000e+00
-1.445254179289923169e+00	-8.889879556119167914e-01	3.000000000000000000e+00	3.000000000000000000e+00
-1.394968352277766943e+00	-5.236035114473971408e-01	3.000000000000000000e+00	3.000000000000000000e+00
4.394556353150684824e-01	-1.194948125115963711e+00	3.000000000000000000e+00	4.000000000000000000e+00
4.223208398240432260e-01	1.723798552992277244e-01	2.000000000000000000e+00	4.000000000000000000e+00
-1.918198368734528314e+00	1.754696033960916890e-01	2.000000000000000000e+00	4.000000000000000000e+00
-3.246594330970627995e-01	1.696450976705647651e-01	2.000000000000000000e+00	4.000000000000000000e+00
-1.049280238591349557e+00	5.004194005805895351e-01	2.000000000000000000e+00	4.000000000000000000e+00
-9.119509711275485264e-01	7.865570265447806297e-02	2.000000000000000000e+00	4.000000000000000000e+00
-7.753150780191905289e-01	-1.354378484996378251e+00	3.000000000000000000e+00	5.000000000000000000e+00
-1.882468013665612727e-01	-1.030806653922285848e-01	2.000000000000000000e+00	5.000000000000000000e+00
9.787371816490783027e-01	-3.912917397600162994e-01	2.000000000000000000e+00	5.000000000000000000e+00
9.563556585807769794e-01	-1.519930272817447747e+00	3.000000000000000000e+00	5.000000000000000000e+00
-1.528385622505425090e+00	-1.355531427382210330e+00	3.000000000000000000e+00	5.000000000000000000e+00
1.293945220606496915e-01	-1.439735331340986191e+00	3.000000000000000000e+00	5.000000000000000000e+00
-6.139509956145055014e-01	-6.343358790055170227e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.433146984332365204e+00	1.085540416752077963e-01	2.000000000000000000e+00	5.000000000000000000e+00
5.356908179914018353e-01	-3.807952388669327837e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.160475179519113942e+00	-1.569783938697061343e+00	3.000000000000000000e+00	5.000000000000000000e+00
-1.389860216235571766e+00	-1.138405077278091593e+00	3.000000000000000000e+00	5.000000000000000000e+00
-5.335858163380946539e-01	1.002981239345908521e-01	2.000000000000000000e+00	5.000000000000000000e+00
-2.076531067499951089e+00	-3.044471613570779445e-01	2.000000000000000000e+00	6.000000000000000000e+00
-9.314593628798149005e-01	-6.645060758114313959e-01	2.000000000000000000e+00	7.000000000000000000e+00
-1.019676867487398386e+00	-1.879115006533673471e+00	3.000000000000000000e+00	7.000000000000000000e+00
-1.168449755109335353e+00	-1.889114346728229421e+00	3.000000000000000000e+00	7.000000000000000000e+00
1.233710788198655539e+00	-9.125108935011327915e-02	3.000000000000000000e+00	1.000000000000000000e+00
-4.628228868410577679e-01	1.622167304770452789e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.339318557147586075e+00	-4.813232718712921049e-02	3.000000000000000000e+00	1.000000000000000000e+00
-1.235945162893228755e+00	1.618059979214102384e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.321366870059599297e+00	7.987878087247474168e-01	2.000000000000000000e+00	2.000000000000000000e+00
-5.537669302342048683e-01	-3.625666822901107422e-01	3.000000000000000000e+00	2.000000000000000000e+00
-1.183464641592521627e+00	9.564819090123167777e-01	2.000000000000000000e+00	2.000000000000000000e+00
-1.220134169421473125e+00	1.020276104660060357e+00	2.000000000000000000e+00	2.000000000000000000e+00
-1.655593260324717653e+00	7.883369192644558154e-01	2.000000000000000000e+00	2.000000000000000000e+00
9.107801358577057860e-01	-3.295263589009196914e-01	3.000000000000000000e+00	2.000000000000000000e+00
1.070871006223778954e+00	-5.919026369048069336e-01	3.000000000000000000e+00	3.000000000000000000e+00
1.181787368494949142e+00	-6.452826770654940258e-01	3.000000000000000000e+00	3.000000000000000000e+00
1.181787368494949142e+00	-6.452826770654940258e-01	3.000000000000000000e+00	3.000000000000000000e+00
5.612888623755862838e-01	-8.171532546151900611e-01	3.000000000000000000e+00	3.000000000000000000e+00
-6.890010091220966082e-01	-3.590486054660718684e-01	3.000000000000000000e+00	3.000000000000000000e+00
6.077718584711536143e-02	5.390110757669340780e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.121089707334897989e-01	-7.311672287486049582e-01	3.000000000000000000e+00	3.000000000000000000e+00
8.336078157446140668e-01	9.482420991265530508e-02	2.000000000000000000e+00	4.000000000000000000e+00
9.859355690094006031e-01	9.902690961224491772e-02	2.000000000000000000e+00	4.000000000000000000e+00
1.134547954061307706e+00	1.032370678465804187e-01	2.000000000000000000e+00	4.000000000000000000e+00
-1.356375198493322935e-02	4.957356344519603386e-01	2.000000000000000000e+00	4.000000000000000000e+00
2.323268297749089273e-01	-1.375225997957816082e+00	3.000000000000000000e+00	5.000000000000000000e+00
8.105996962097401504e-01	-3.588344278330731774e-01	2.000000000000000000e+00	5.000000000000000000e+00
7.613587928557559170e-01	-3.262046576692411159e-01	2.000000000000000000e+00	5.000000000000000000e+00
5.250816219352513192e-01	-1.536346652948006541e+00	3.000000000000000000e+00	5.000000000000000000e+00
1.188447634653569118e-01	1.582693752557466915e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.188447634653569118e-01	1.582693752557466915e+00	2.000000000000000000e+00	1.000000000000000000e+00
-2.737891274876098624e-01	2.071165548024981803e-02	3.000000000000000000e+00	1.000000000000000000e+00
-2.168027402392138370e-01	1.245062059295413137e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.284343750683680119e+00	1.599550182211520122e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.252217570300525384e+00	1.601076922984306927e+00	2.000000000000000000e+00	1.000000000000000000e+00
6.342911668446136186e-01	-5.791744217312833759e-02	3.000000000000000000e+00	1.000000000000000000e+00
-7.502654523476161019e-01	1.509224015992138401e+00	2.000000000000000000e+00	1.000000000000000000e+00
-9.169643623794082599e-01	1.608360075715186577e+00	2.000000000000000000e+00	1.000000000000000000e+00
3.463610221586793658e-01	1.265698713821926447e+00	2.000000000000000000e+00	2.000000000000000000e+00
-1.148799465005019838e-01	1.195433289515422048e+00	2.000000000000000000e+00	2.000000000000000000e+00
9.309970225224940554e-01	9.422657324197931672e-01	2.000000000000000000e+00	2.000000000000000000e+00
1.365555777869605081e-01	1.259224549300021145e+00	2.000000000000000000e+00	2.000000000000000000e+00
4.392440557490310260e-01	1.267766500265365082e+00	2.000000000000000000e+00	2.000000000000000000e+00
8.093942169848243884e-01	3.693473604960019752e-01	2.000000000000000000e+00	3.000000000000000000e+00
9.449102747588965512e-01	3.976278153827381701e-01	2.000000000000000000e+00	3.000000000000000000e+00
7.480954799621027940e-01	3.858837090928661784e-01	2.000000000000000000e+00	3.000000000000000000e+00
6.141783602434313094e-01	4.110073977859543537e-01	2.000000000000000000e+00	3.000000000000000000e+00
8.711376653681072169e-01	3.896147878752559413e-01	2.000000000000000000e+00	3.000000000000000000e+00
9.196324584494700582e-01	4.027479256826905218e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.198720832721658303e+00	-5.872529898329944542e-01	3.000000000000000000e+00	3.000000000000000000e+00
9.490477747336996117e-01	2.999222936639824033e-02	2.000000000000000000e+00	5.000000000000000000e+00
-2.048559028603333942e+00	5.944788129095494172e-02	2.000000000000000000e+00	5.000000000000000000e+00
-2.026982244176172010e+00	6.850914024511824130e-02	2.000000000000000000e+00	5.000000000000000000e+00
7.118405896131033694e-01	1.000193936028996200e+00	2.000000000000000000e+00	2.000000000000000000e+00
-9.553565601856063572e-02	1.140645845137881587e+00	2.000000000000000000e+00	2.000000000000000000e+00
-2.117150509234580480e-01	5.296000864186050511e-02	3.000000000000000000e+00	2.000000000000000000e+00
-1.814506284158985405e-01	1.084920073768622650e+00	2.000000000000000000e+00	2.000000000000000000e+00
-4.203584131764446785e-01	-3.832864573748846482e-01	3.000000000000000000e+00	2.000000000000000000e+00
3.181774782596659135e-01	-1.758925350204855464e-01	3.000000000000000000e+00	2.000000000000000000e+00
-1.150913193336846163e+00	8.126683842932667240e-03	3.000000000000000000e+00	2.000000000000000000e+00
3.390531227784812085e-01	3.799859039358051138e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.011519963387127907e+00	-8.165686657843085339e-01	3.000000000000000000e+00	3.000000000000000000e+00
2.795183595978053548e-01	4.228169648581712181e-01	2.000000000000000000e+00	3.000000000000000000e+00
5.449202496773783988e-01	-8.287596516498378918e-01	3.000000000000000000e+00	3.000000000000000000e+00
2.787749918016758088e-01	-7.700741048623540586e-01	3.000000000000000000e+00	3.000000000000000000e+00
1.426104522116563578e+00	-8.042732604323376000e-01	3.000000000000000000e+00	3.000000000000000000e+00
6.499137743001405232e-01	3.565848568984321676e-01	2.000000000000000000e+00	3.000000000000000000e+00
6.176688777495142890e-01	3.716762688654227098e-01	2.000000000000000000e+00	3.000000000000000000e+00
3.308012837996967548e-01	4.079071860523689197e-01	2.000000000000000000e+00	3.000000000000000000e+00
7.810623553385223072e-01	4.488313048967036423e-01	2.000000000000000000e+00	3.000000000000000000e+00
8.841230610412207369e-01	6.744704097495881623e-01	2.000000000000000000e+00	3.000000000000000000e+00
8.492709820221542305e-01	-7.119610326905186914e-01	3.000000000000000000e+00	3.000000000000000000e+00
-9.813342123770246728e-01	8.529641854807098467e-01	2.000000000000000000e+00	3.000000000000000000e+00
-4.434139800266913567e-01	4.798702614939322486e-01	2.000000000000000000e+00	3.000000000000000000e+00
4.425778894689292309e-01	-7.987946072870608649e-01	3.000000000000000000e+00	3.000000000000000000e+00
6.851186225024301357e-02	-7.883477724451338764e-01	3.000000000000000000e+00	3.000000000000000000e+00
-5.333845853073937437e-01	7.490214572851062735e-01	2.000000000000000000e+00	3.000000000000000000e+00
-3.009480967783562666e-01	5.845742176170125592e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.327925787635439170e-01	-8.126248612943161032e-01	3.000000000000000000e+00	3.000000000000000000e+00
-1.713329698417117353e+00	8.278693028186424607e-01	2.000000000000000000e+00	3.000000000000000000e+00
2.118998092246625331e-01	-7.930099700020808162e-03	2.000000000000000000e+00	4.000000000000000000e+00
-2.117740313790033913e+00	4.361777881531544998e-01	2.000000000000000000e+00	4.000000000000000000e+00
-2.397481687440084830e+00	4.290484019986705033e-01	2.000000000000000000e+00	4.000000000000000000e+00
-1.508090500211884066e+00	7.427523546881834027e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.608779722827470282e+00	-2.996392250372688637e-01	2.000000000000000000e+00	6.000000000000000000e+00
-1.805722350581576263e+00	-8.069013514502034745e-01	2.000000000000000000e+00	7.000000000000000000e+00
-2.274731460756113766e+00	-8.602680613498553397e-01	2.000000000000000000e+00	7.000000000000000000e+00
-2.393605803145534491e-02	1.795622719392017397e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.609994134867211435e-01	1.897261793767486826e-01	3.000000000000000000e+00	1.000000000000000000e+00
7.535777100854719468e-02	1.473757652038482635e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.492702040298716781e+00	2.199633605484240251e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.677346798319251375e+00	-9.540988223229264487e-02	3.000000000000000000e+00	2.000000000000000000e+00
-2.137218876884017682e+00	-1.933114503793718908e-02	3.000000000000000000e+00	2.000000000000000000e+00
