P1	P2	A
7.875201656200962741e-02	3.756007552437089919e-02	3.000000000000000000e+00
-5.490061647172609360e-01	-7.383212734451377601e-01	3.000000000000000000e+00
4.913633958392849554e-01	3.486260635928765672e-01	2.000000000000000000e+00
1.136014018395141267e+00	-7.548234143889180903e-01	2.000000000000000000e+00
-2.097034300436370291e+00	4.978132289262622856e-01	3.000000000000000000e+00
-1.954821451777835950e+00	8.781705446395049464e-01	3.000000000000000000e+00
8.960193371505673632e-01	-9.868984343069434617e-01	2.000000000000000000e+00
1.014046375424497048e+00	-6.854037267751000861e-01	2.000000000000000000e+00
4.614883422215668718e-01	2.269296992243510669e+00	2.000000000000000000e+00
-2.684399016034424296e-02	-1.688782460171110111e+00	3.000000000000000000e+00
-7.460335802726150711e-02	-1.013933812631897302e+00	2.000000000000000000e+00
-5.335725776361174288e-01	-7.833427890050889131e-01	2.000000000000000000e+00
2.729737977195352827e-01	6.817981201204669217e-01	3.000000000000000000e+00
-6.861129433355355189e-01	-2.002511897035573529e+00	3.000000000000000000e+00
-1.211314452389988139e+00	7.492567476070777222e-01	2.000000000000000000e+00
-1.146895256555354958e+00	1.135865250196336662e+00	2.000000000000000000e+00
-5.903622527759230798e-02	-3.411110709535117858e-01	3.000000000000000000e+00
-4.397623126729033327e-02	-9.701786206679062496e-02	3.000000000000000000e+00
-1.690732804194388927e-01	1.561623944726395763e-01	2.000000000000000000e+00
-2.352819425650871654e+00	-8.465382687577215348e-01	3.000000000000000000e+00
-2.368455679450071738e+00	-5.102623239366588237e-01	2.000000000000000000e+00
-7.252847299414335591e-01	4.536308355397652980e-01	3.000000000000000000e+00
-1.554273799302737791e+00	1.229325970184713679e-01	3.000000000000000000e+00
-2.247594776314314480e+00	-5.641628104449804004e-01	2.000000000000000000e+00
-1.821672504248214475e+00	1.569807419184093389e+00	2.000000000000000000e+00
-1.530921104740170235e-01	1.594480892264078964e+00	2.000000000000000000e+00
-1.249954075455533831e+00	-7.114578133675264482e-01	2.000000000000000000e+00
6.237415906563986701e-01	-2.364933177458808711e+00	3.000000000000000000e+00
-1.445770712326445384e+00	-5.478638859185005483e-01	2.000000000000000000e+00
5.023460830816921519e-01	-1.725392411284742300e+00	3.000000000000000000e+00
7.753148939594295408e-01	2.564406977428198342e+00	2.000000000000000000e+00
1.489388167390572004e+00	1.550184843832990156e+00	2.000000000000000000e+00
1.489388167390572004e+00	1.550184843832990156e+00	2.000000000000000000e+00
8.864383571703996489e-01	2.545711733284095057e+00	2.000000000000000000e+00
9.581811857329596283e-01	-1.760963226301969220e+00	3.000000000000000000e+00
-1.387721000417467154e+00	-2.991458863236138743e+00	3.000000000000000000e+00
8.860773817854791234e-01	6.282660734721171591e-01	3.000000000000000000e+00
1.249807279285617190e+00	-8.807759200178961745e-01	3.000000000000000000e+00
3.216364518229075653e-01	-1.724457336585950795e+00	3.000000000000000000e+00
-2.339671924765675204e+00	-6.785655429424001239e-01	2.000000000000000000e+00
-2.308167229562049005e+00	-8.072670440191755947e-01	2.000000000000000000e+00
-1.740159537786080124e+00	1.073767354486879100e+00	3.000000000000000000e+00
-2.187043126931286441e+00	1.894951588583317026e+00	2.000000000000000000e+00
6.416137793933003319e-01	-8.584986959166273079e-01	3.000000000000000000e+00
4.874120728442178918e-01	-1.018292840213438355e-01	3.000000000000000000e+00
-7.204242216613070404e-01	-4.619082360631368012e-01	2.000000000000000000e+00
-7.191892163695036144e-01	-1.252988908469423013e+00	2.000000000000000000e+00
-4.349329109102970659e-01	-6.679313907278746631e-01	2.000000000000000000e+00
2.044717356147794998e-02	-1.149373099658010933e+00	2.000000000000000000e+00
1.107300239224405125e+00	9.701966753283012279e-01	2.000000000000000000e+00
8.601733410233329546e-02	-9.282110918673581734e-01	3.000000000000000000e+00
-2.806822761875007316e-02	-1.522549956639988489e+00	3.000000000000000000e+00
-2.756275531091370024e-01	-1.715621023045489357e+00	2.000000000000000000e+00
-8.435545260908054732e-02	-2.804764018322682961e-01	3.000000000000000000e+00
-1.528942181753964569e+00	2.091797684344523234e-01	3.000000000000000000e+00
9.985810540123488677e-01	-1.368247559953259973e+00	2.000000000000000000e+00
3.369171330917127283e-01	-1.235640728233732055e+00	3.000000000000000000e+00
1.998085190891766005e-01	1.663740739902978272e-01	2.000000000000000000e+00
4.465533166919351538e-01	-1.189190405800719663e+00	2.000000000000000000e+00
4.186138899425914661e-01	-1.104981307765263487e+00	2.000000000000000000e+00
1.218075102400436593e+00	1.601258076791683305e+00	2.000000000000000000e+00
5.567798685254069513e-01	7.676495100311290232e-01	2.000000000000000000e+00
-6.951797432205526761e-02	-4.973114064464950190e-01	2.000000000000000000e+00
-3.374481464637195116e-01	1.871732830737030395e-01	3.000000000000000000e+00
-6.076575697508043161e-01	-1.577074685987384539e+00	3.000000000000000000e+00
-7.368847753961552671e-01	-1.219033649288230881e-01	3.000000000000000000e+00
-1.997566853655533103e+00	3.711274869019367539e-01	2.000000000000000000e+00
1.124478416005238568e+00	-4.826727102206840869e-01	2.000000000000000000e+00
1.183007786021072372e+00	-2.124867267913705116e-01	2.000000000000000000e+00
3.096197518696691131e-01	-2.010865229997477854e+00	3.000000000000000000e+00
2.262029463230071369e-01	-1.073079388725762362e+00	2.000000000000000000e+00
8.950334215108950442e-01	1.222643432744673353e+00	2.000000000000000000e+00
1.903179317007499538e+00	-8.521264968642544568e-02	2.000000000000000000e+00
8.369048918402016701e-01	1.860947160470435957e+00	2.000000000000000000e+00
-1.410119443487001245e-01	-1.307508662837188806e+00	2.000000000000000000e+00
4.378351789060527244e-01	-2.508938142846401931e+00	3.000000000000000000e+00
4.537362096074541995e-01	-1.598054008818546645e+00	2.000000000000000000e+00
1.090878280852976001e+00	1.542198303661135306e-01	2.000000000000000000e+00
-2.573832745940821010e+00	-9.030958975646949938e-01	2.000000000000000000e+00
-1.700851073787191137e+00	6.439937140133166205e-01	2.000000000000000000e+00
-1.912513849705466951e-01	-1.802273247136618739e+00	3.000000000000000000e+00
-5.995894018969408212e-02	-1.604213538672656147e+00	2.000000000000000000e+00
3.921717239886703399e-01	7.032099011308284853e-01	2.000000000000000000e+00
-1.857604145723610101e+00	8.560728038308585974e-01	3.000000000000000000e+00
-1.117287217824484147e-01	-2.197853941908565201e+00	3.000000000000000000e+00
2.676851374231175029e-01	2.186516185883810692e+00	2.000000000000000000e+00
9.793147064009117830e-01	1.223544571257271230e+00	2.000000000000000000e+00
1.875119762677436297e+00	4.257768675200716557e-01	3.000000000000000000e+00
-6.918194070999040823e-01	-1.616811025736128116e+00	3.000000000000000000e+00
-1.714362185924173332e+00	2.723951673403753049e-02	2.000000000000000000e+00
-1.681679434015855401e+00	1.832239173078854533e+00	2.000000000000000000e+00
1.847045359656389885e-01	-1.609488047125592070e-01	3.000000000000000000e+00
-1.915051423876306336e+00	3.759390903118029481e-01	3.000000000000000000e+00
3.630156862131480033e-01	3.126448295700585134e-01	3.000000000000000000e+00
7.945902266839075523e-01	-1.974214068747970119e+00	3.000000000000000000e+00
4.336245043143256428e-01	-3.905208686692374642e-01	2.000000000000000000e+00
-1.721730158095172936e+00	4.065582322657969039e-01	2.000000000000000000e+00
-5.713196875153231380e-01	-1.240703630765245480e+00	2.000000000000000000e+00
6.222250556440529490e-01	-9.835460337910200135e-01	2.000000000000000000e+00
-4.042443846329112911e-01	-6.310198573408813960e-01	3.000000000000000000e+00
-4.042443846329112911e-01	-6.310198573408813960e-01	3.000000000000000000e+00
-1.171685673452319998e+00	-5.826070725589680421e-01	2.000000000000000000e+00
-2.334238700423299395e+00	-1.596159669261970393e+00	3.000000000000000000e+00
3.600213757182606222e-02	4.203130871175150829e-01	2.000000000000000000e+00
2.495993882046164403e-01	-6.651291141263478979e-01	2.000000000000000000e+00
6.081202983999024481e-01	-2.218376630872478827e+00	3.000000000000000000e+00
4.284729587469615630e-01	-9.315449868387604138e-01	3.000000000000000000e+00
3.838799284962411962e-01	-1.592249226657943773e+00	3.000000000000000000e+00
-1.649632327543283650e-01	-1.374091777638011935e+00	2.000000000000000000e+00
-8.224076138178627871e-02	-9.959556594095665405e-01	3.000000000000000000e+00
-5.202368502205336753e-01	-1.472336262755698399e+00	2.000000000000000000e+00
2.982126287605017523e-01	-1.084750873444840780e+00	2.000000000000000000e+00
9.526750148755575021e-01	-3.124268131497815598e-02	2.000000000000000000e+00
4.754538387792548448e-01	1.158012515462532699e+00	3.000000000000000000e+00
1.368553815775487847e-01	-1.598457554627779276e+00	3.000000000000000000e+00
8.954778459192872520e-01	-2.137646210369788524e-01	2.000000000000000000e+00
-2.277891874979762199e-01	-1.454746004346710642e+00	2.000000000000000000e+00
-1.594336471502016739e+00	2.999860325702494168e-01	2.000000000000000000e+00
-1.219287700720725454e+00	5.104685248424092325e-01	2.000000000000000000e+00
1.371434682705073849e-01	-1.518497713770121216e+00	3.000000000000000000e+00
-8.895371384846003648e-01	3.392939752910915097e-01	2.000000000000000000e+00
-5.677339696649829487e-02	-9.240293210721766126e-01	2.000000000000000000e+00
-2.900713335156637207e+00	-4.296181430742687657e-01	3.000000000000000000e+00
-1.480262360377520903e+00	1.895447871328860501e+00	2.000000000000000000e+00
-2.244099980735559718e+00	8.267541310351343986e-01	2.000000000000000000e+00
-8.157627139367154001e-01	-4.458444867591049854e-01	3.000000000000000000e+00
-1.062555676434597141e+00	-6.044772327225630404e-01	3.000000000000000000e+00
-9.658611504110352630e-01	2.246600373560688535e+00	2.000000000000000000e+00
-1.353028551801079171e+00	6.948468478142759697e-01	3.000000000000000000e+00
-1.114065919389768178e+00	-1.353316150090349668e+00	3.000000000000000000e+00
1.391445294226459350e-01	-8.286782355518169663e-01	2.000000000000000000e+00
3.417366133931911132e-01	1.262636577102111524e+00	3.000000000000000000e+00
-7.969773895749953097e-01	1.575545714179107826e+00	2.000000000000000000e+00
-1.507239928370462501e+00	1.178344726515211160e+00	3.000000000000000000e+00
-8.616829894623039277e-01	1.473778319905145295e+00	2.000000000000000000e+00
-1.053834611382447495e+00	3.767143613021177284e+00	2.000000000000000000e+00
-2.596838771461794870e+00	-5.164671117931439737e-01	3.000000000000000000e+00
-2.340519377574652449e+00	6.439318927039201501e-01	3.000000000000000000e+00
-1.901048842960388008e+00	-1.107437194398301461e+00	3.000000000000000000e+00
-1.096432695111551281e+00	2.595727005838203372e+00	2.000000000000000000e+00
-1.222354594160115937e+00	1.019954885192255301e+00	2.000000000000000000e+00
1.335527824408810627e-01	-8.077249523670282372e-01	2.000000000000000000e+00
1.386794250044266485e+00	2.353103688951084571e+00	3.000000000000000000e+00
-4.045365533515268841e-01	1.568738126116131948e+00	3.000000000000000000e+00
7.543655622570029085e-01	5.578108473665373268e-02	2.000000000000000000e+00
-9.934939951859317331e-01	2.243707250279811660e+00	2.000000000000000000e+00
4.493798858139566477e+00	2.005868864092213322e+00	2.000000000000000000e+00
3.610409393774520748e+00	-1.357945436086932300e+00	3.000000000000000000e+00
3.325993485830972762e+00	2.669467877076335594e+00	2.000000000000000000e+00
-1.246420345067014823e+00	2.432420383380698325e+00	2.000000000000000000e+00
2.090033045126800548e+00	-1.203074034958914851e+00	3.000000000000000000e+00
2.278174450251789107e+00	-1.825480266248549421e+00	3.000000000000000000e+00
2.383359104338423906e-01	-7.813344795362424655e-01	2.000000000000000000e+00
1.789644326993803602e+00	-1.213181859311443844e+00	3.000000000000000000e+00
-9.925411387398302976e-01	-1.348911747660841778e-02	3.000000000000000000e+00
2.331529077602603195e+00	-9.562435608894640504e-01	2.000000000000000000e+00
-5.016362567351722035e-01	-9.109575917113529320e-01	3.000000000000000000e+00
-1.194126242753953404e+00	-3.680289058683911541e-01	3.000000000000000000e+00
2.882441329897964533e+00	1.286389515549706930e+00	3.000000000000000000e+00
4.060902334099343314e+00	-3.029924658924745828e-01	3.000000000000000000e+00
7.873038239420858397e-02	1.475237905911511049e+00	2.000000000000000000e+00
3.183356332823611634e+00	-1.395448982512448866e-01	3.000000000000000000e+00
1.979298658116874554e+00	2.062344964584299500e+00	2.000000000000000000e+00
2.025038844247009528e+00	1.943211869167782158e-01	3.000000000000000000e+00
3.257955996483241190e+00	-1.034108636486289257e+00	2.000000000000000000e+00
3.195298462942070650e+00	-1.235256913454407801e+00	2.000000000000000000e+00
3.075943101702618865e+00	-8.378753578639986932e-01	2.000000000000000000e+00
7.350441873183753694e-02	-4.237701092284609783e-01	3.000000000000000000e+00
2.342326963228771319e+00	-5.342717842953970120e-01	2.000000000000000000e+00
2.302353512662111079e+00	-5.812776480701788984e-01	3.000000000000000000e+00
6.181387822112067720e-01	-8.302154181580605474e-01	3.000000000000000000e+00
1.105675733124364540e-01	6.924575543318451931e-01	2.000000000000000000e+00
1.268432066981481254e+00	-5.742985929571537973e-01	2.000000000000000000e+00
1.331217307917406389e-01	-6.278279865333418197e-01	3.000000000000000000e+00
-6.669256273335183449e-01	1.396713524848608223e+00	2.000000000000000000e+00
7.482331717838351937e-01	5.021616623957761982e-01	2.000000000000000000e+00
6.463997702864592299e-01	-4.237780309868187101e-01	3.000000000000000000e+00
1.880253500741351669e+00	-6.475010548790165466e-01	3.000000000000000000e+00
2.591654423160763887e+00	-4.556242245265963997e-01	2.000000000000000000e+00
2.685969156130886049e+00	1.876096674042920520e-01	2.000000000000000000e+00
2.133744056372289144e+00	3.026735502532188968e-02	3.000000000000000000e+00
2.673920742291338914e+00	7.599750635579123614e-02	2.000000000000000000e+00
2.734775517227476360e+00	3.001347519187250734e-01	3.000000000000000000e+00
1.829740676203380545e+00	-3.813596748224740152e-01	2.000000000000000000e+00
1.801297570010133686e+00	-3.795915950614742185e-01	2.000000000000000000e+00
2.632422322830335393e+00	-7.898512030597802935e-01	3.000000000000000000e+00
1.711732485361951550e+00	-1.085750390226478235e+00	3.000000000000000000e+00
1.779709101017957318e+00	-8.402719368279518708e-01	2.000000000000000000e+00
1.779709101017957318e+00	-8.402719368279518708e-01	2.000000000000000000e+00
2.078758609035340488e+00	-3.611271909245011846e-01	2.000000000000000000e+00
1.389730520780070755e+00	8.168425806954495716e-01	2.000000000000000000e+00
4.225241257491915148e-01	-1.190606911228285991e+00	3.000000000000000000e+00
1.605603077042905724e+00	-2.303373897565935136e-01	3.000000000000000000e+00
1.680422881082895392e+00	-6.846159684606912821e-01	3.000000000000000000e+00
1.918880034430411774e+00	-6.433785032422543182e-01	2.000000000000000000e+00
1.298846584781977231e+00	-8.685537859629404167e-01	3.000000000000000000e+00
1.612966027635614141e+00	-1.152090286673232322e+00	3.000000000000000000e+00
-1.428023317240214585e+00	-1.480416660539251694e+00	3.000000000000000000e+00
1.993654053170190066e+00	-1.324020688372204768e+00	3.000000000000000000e+00
2.412103745912769881e+00	-1.233987216937526554e+00	3.000000000000000000e+00
2.010761364769868553e+00	-1.605767490195003366e-01	3.000000000000000000e+00
-3.742786007107238300e-01	2.394875511316674643e+00	2.000000000000000000e+00
-5.339578985331066008e-01	1.565228153451224458e+00	2.000000000000000000e+00
-1.760279327351385259e+00	2.017436208650041918e-01	2.000000000000000000e+00
-1.611151107751897404e+00	-1.510068094170886166e+00	3.000000000000000000e+00
3.922793503973147633e+00	3.705116126049965430e-01	3.000000000000000000e+00
-1.604805711000876212e+00	-3.263852425675417557e-01	2.000000000000000000e+00
-1.986120520729077521e+00	6.005819380327587220e-01	3.000000000000000000e+00
1.094313943453374127e-01	-7.817045182853253893e-01	2.000000000000000000e+00
-4.587922461724339152e-01	8.131344116012009238e-01	2.000000000000000000e+00
-1.439674047964788928e+00	2.067899771376293661e+00	2.000000000000000000e+00
-1.741936680031325402e+00	-1.036630650034639167e+00	2.000000000000000000e+00
-1.531526838832067972e+00	-7.012163405744402667e-01	2.000000000000000000e+00
-1.146060755098315953e+00	-2.215059446995316927e-01	3.000000000000000000e+00
-2.850019302454279146e-01	-7.217089863595499422e-01	3.000000000000000000e+00
2.083314671874876733e+00	-1.008237969471771800e+00	2.000000000000000000e+00
2.042925788874466964e+00	-9.532552079083542740e-01	3.000000000000000000e+00
1.716174906269648970e+00	-1.560063628692145210e+00	3.000000000000000000e+00
1.833305872347235077e+00	-1.499169051427321708e+00	3.000000000000000000e+00
8.958265510198046844e-01	-2.013171198813376694e+00	3.000000000000000000e+00
2.099459059288029117e+00	8.719092250823691215e-01	2.000000000000000000e+00
5.693514456500299303e-01	-1.375035754201057392e+00	2.000000000000000000e+00
1.195865026714233670e+00	-1.565037128445781578e+00	3.000000000000000000e+00
2.874905470082501635e-01	-3.740287033308155595e-01	2.000000000000000000e+00
8.148608896166797955e-01	3.847342911366867513e-02	2.000000000000000000e+00
1.399940409656339479e+00	-4.326178559036747973e-01	2.000000000000000000e+00
5.523591634589405386e-01	5.154527586428357955e-01	2.000000000000000000e+00
-2.133388354516488672e+00	-1.475274455297814757e+00	3.000000000000000000e+00
-1.669191319531271311e+00	-3.719327358292540686e-01	2.000000000000000000e+00
1.604296061399739459e+00	2.098012922525315016e+00	3.000000000000000000e+00
8.975801505624301235e-01	2.137509701084642444e+00	3.000000000000000000e+00
6.359623383022607879e-01	-1.521711921483328567e-01	2.000000000000000000e+00
-1.076428492644671220e+00	-1.353796253126338112e+00	2.000000000000000000e+00
-1.400095706785988936e+00	1.249548455394218216e+00	3.000000000000000000e+00
-5.515366754690167461e-01	1.577125823793105397e+00	2.000000000000000000e+00
-2.793933688668964188e-01	1.885864697930281997e+00	2.000000000000000000e+00
9.575276100378624644e-01	6.793602901982082054e-01	3.000000000000000000e+00
1.150882024108078383e+00	8.263975458376662253e-01	3.000000000000000000e+00
-3.797490475143523891e+00	-1.210141166078371189e-01	2.000000000000000000e+00
-9.041819966059425617e-01	1.668528915126602508e+00	2.000000000000000000e+00
9.364398089771337752e-02	1.496922880818955859e+00	2.000000000000000000e+00
4.798348822391919066e-01	1.171961780704505962e+00	3.000000000000000000e+00
-1.215588405582504139e+00	1.068413542622787649e+00	3.000000000000000000e+00
-9.747551808928857087e-01	-3.557643235080315547e-02	2.000000000000000000e+00
3.354227291838907110e-01	6.466178226813750207e-01	3.000000000000000000e+00
-6.941152443097230451e-01	1.951448896104990505e+00	2.000000000000000000e+00
-6.018514100114614740e-01	1.535484130304260786e+00	2.000000000000000000e+00
8.955929537451028377e-01	-1.178493634654636857e+00	3.000000000000000000e+00
8.762776574369660620e-01	-8.816590672000866880e-01	3.000000000000000000e+00
7.267003491660658510e-01	-8.170838836365321711e-01	3.000000000000000000e+00
5.556019631576797346e-01	4.155263620570284755e-02	2.000000000000000000e+00
-5.834380233955100969e-01	-9.995725751346797860e-01	3.000000000000000000e+00
-2.599596669585777065e+00	-1.368349375748395547e+00	2.000000000000000000e+00
5.112006627146029603e-01	-1.691928489565416305e+00	3.000000000000000000e+00
-1.138294686858612043e-01	6.221316502539099291e-01	2.000000000000000000e+00
3.345952068183449812e-01	7.431861081117526746e-01	2.000000000000000000e+00
-2.579614694366040295e-01	1.187459658001099871e+00	2.000000000000000000e+00
6.182353446647467221e-01	1.032380945039248044e+00	3.000000000000000000e+00
1.071235035908730815e+00	3.574166910141803211e+00	2.000000000000000000e+00
-1.969446909511959054e-01	8.716683126638672396e-01	3.000000000000000000e+00
9.993298925849859737e-02	2.589293336226400122e+00	2.000000000000000000e+00
-5.749737194317532385e-01	1.231329593093431901e-01	2.000000000000000000e+00
4.541543933679023648e-01	1.861836805622067770e+00	3.000000000000000000e+00
-1.749515586589869720e+00	-5.328876855732930795e-02	2.000000000000000000e+00
-2.048572021862701042e+00	-6.959244843746006381e-01	2.000000000000000000e+00
-2.071056917775720319e+00	-1.519698945675003632e+00	3.000000000000000000e+00
-2.539540709457646095e+00	-5.990923529156298721e-02	2.000000000000000000e+00
-2.649187606279090001e+00	-7.877542537156990710e-01	2.000000000000000000e+00
1.388487707715976294e+00	-9.405312701937567077e-01	3.000000000000000000e+00
-2.212983317830511165e+00	-1.248380338283557656e+00	3.000000000000000000e+00
-1.899919938156942489e+00	-5.988557706060448904e-01	3.000000000000000000e+00
-9.520826083423462594e-01	8.415124017671786749e-01	3.000000000000000000e+00
-8.427305790348948999e-01	1.845626113425956394e+00	2.000000000000000000e+00
1.027240174918366833e+00	-8.837323318148948559e-01	2.000000000000000000e+00
-7.735425534241157086e-01	-1.616698980137247776e+00	2.000000000000000000e+00
-2.201987949520076704e+00	7.846250562872524315e-01	2.000000000000000000e+00
3.093951388986613260e+00	3.314006546588308399e-01	2.000000000000000000e+00
3.329789599428681246e+00	5.074742432788217350e-01	2.000000000000000000e+00
1.790200069999481114e+00	2.554869314495298749e+00	3.000000000000000000e+00
2.988961971915330640e+00	-1.158599018278744897e+00	3.000000000000000000e+00
3.979688441003719657e+00	-6.606302430633170797e-01	2.000000000000000000e+00
3.452937010845217092e+00	-1.424131325839534279e+00	2.000000000000000000e+00
3.312505704982286137e+00	1.080817472132484136e+00	2.000000000000000000e+00
-1.814562441915698043e+00	1.205493403375039116e-02	3.000000000000000000e+00
-1.364124609989943560e+00	-5.065522042704555528e-01	2.000000000000000000e+00
2.924243357715861968e+00	3.911341755788103614e-01	2.000000000000000000e+00
3.190377462996728308e+00	-1.556873740823933705e+00	2.000000000000000000e+00
1.983774850220498820e+00	-1.716341122918949136e+00	3.000000000000000000e+00
1.205555862491044739e+00	-3.062177008683721446e+00	3.000000000000000000e+00
2.436634759400056360e+00	-2.224822322853630574e+00	3.000000000000000000e+00
2.085797444035466963e+00	-2.569869015738939666e+00	2.000000000000000000e+00
1.442698844357952037e+00	-1.729994188439196723e+00	2.000000000000000000e+00
2.724725586786144405e+00	-4.405086293788222362e-01	2.000000000000000000e+00
1.672546216149056297e+00	-9.953133716166939760e-01	2.000000000000000000e+00
1.672546216149056297e+00	-9.953133716166939760e-01	2.000000000000000000e+00
1.804141075127941196e+00	-2.533770797139647257e+00	4.000000000000000000e+00
2.841021397432035300e+00	1.243241237106144093e+00	2.000000000000000000e+00
3.922257754165050514e-01	-2.742402978506981004e+00	3.000000000000000000e+00
1.347072267865587980e+00	-1.036436131573264419e+00	2.000000000000000000e+00
1.278544491186146770e+00	-1.339873149019375154e+00	3.000000000000000000e+00
3.597167391506918221e+00	8.228394041269503356e-01	3.000000000000000000e+00
-4.089113360850893941e-01	-4.735678221131772170e-01	3.000000000000000000e+00
8.075405607856613877e-01	4.434297546377957033e+00	2.000000000000000000e+00
4.540681007553429849e-01	-1.591364901212942051e+00	3.000000000000000000e+00
2.445618977206448774e-01	-1.042214622348043740e+00	3.000000000000000000e+00
1.808002824801649089e+00	1.414852513996369909e+00	2.000000000000000000e+00
